Date & Time,Inside Temp - °C,High Inside Temp - °C,Low Inside Temp - °C,Inside Hum - %,High Inside Hum - %,Low Inside Hum - %,Inside Dew Point - °C,Inside Wet Bulb - °C,Inside Heat Index - °C,Inside High Heat Index - °C,Barometer - mm Hg,High Bar - mm Hg,Low Bar - mm Hg,Absolute Pressure - mm Hg,Temp - °C,High Temp - °C,Low Temp - °C,Hum - %,High Hum - %,Low Hum - %,Dew Point - °C,High Dew Point - °C,Low Dew Point - °C,Wet Bulb - °C,High Wet Bulb - °C,Low Wet Bulb - °C,Avg Wind Speed - m/s,Prevailing Wind Dir,Avg Wind Dir,Wind Run - m,High Wind Speed - m/s,High Wind Direction,Wind Chill - °C,Low Wind Chill - °C,Heat Index - °C,ET - mm,High Heat Index - °C,Thw Index - °C,High Thw Index - °C,Low Thw Index - °C,Thsw Index - °C,High Thsw Index - °C,Low Thsw Index - °C,Rain - mm,High Rain Rate - mm,Solar Rad - W/m^2,High Solar Rad - W/m^2,Solar Energy - Ly,UV Index,High UV Index,UV Dose - MEDs,Heating Degree Days,Cooling Degree Days,AQI,High AQI,PM 1 - ug/m³,High PM 1 - ug/m³,PM 2.5 - ug/m³,High PM 2.5 - ug/m³,PM 10 - ug/m³,High PM 10 - ug/m³,Temp - °C,High Temp - °C,Low Temp - °C,Hum - %,High Hum - %,Low Hum - %,Dew Point - °C,High Dew Point - °C,Low Dew Point - °C,Wet Bulb - °C,High Wet Bulb - °C,Low Wet Bulb - °C,Heat Index - °C,High Heat Index - °C
2/15/2024 10:45,30,30,30,54,57,54,20,23,32,32,767.6,767.6,767.5,709.9,27,28,27,51,52,51,16,17,16,20,20,20,0,NNE,NNE,0,4,NNE,28,27,28,--,28,28,28,28,26,26,26,0,0,0,0,0,0,0,0,0,0.063,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2/15/2024 11:00,29,31,29,49,57,44,17,21,29,32,767.1,767.6,767.1,709.3,28,28,27,45,53,45,15,17,15,19,20,19,0,WSW,WSW,0,8,SW,28,27,28,--,28,28,28,27,26,27,26,0,0,19,81,0.42,0,4,0.1,0,0.096,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2/15/2024 11:15,28,29,28,46,50,44,15,19,28,29,766.9,767.1,766.9,709.2,28,29,28,38,44,38,13,15,13,19,20,19,1,ESE,NE,0.3,4,ESE,29,28,28,--,28,28,28,28,27,27,27,0,0,102,102,2.19,5,6,0.5,0,0.105,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2/15/2024 11:30,30,30,28,51,56,44,19,22,32,32,766.8,766.9,766.7,709.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,22,26,18,22,27,33,29,36,31,31,31,38,39,37,15,15,14,18,18,18,31,31
2/15/2024 11:45,35,35,30,40,51,40,19,24,37,38,766.6,766.9,766.6,708.9,30,31,29,32,37,32,12,14,12,19,19,19,0,NE,NW,0,3,NW,31,30,30,--,30,30,30,29,35,36,34,0,0,834,875,17.94,7,8,0.8,0,0.124,24,31,20,23,30,39,35,51,33,34,31,33,38,32,15,16,15,19,20,18,34,34
2/15/2024 12:00,35,35,35,37,40,37,18,23,37,37,766.4,766.6,766.4,708.8,31,31,30,30,34,29,11,13,10,18,19,18,1,E,ESE,0.3,4,E,30,30,29,--,30,29,30,29,32,35,28,0,0,347,782,7.46,4,8,0.4,0,0.127,21,27,18,23,26,34,28,40,34,35,34,29,33,28,14,16,13,18,19,17,35,35
2/15/2024 12:15,35,35,35,36,37,36,18,23,37,37,766.3,766.4,766.3,708.6,30,30,30,30,32,29,11,11,10,18,18,18,2,ESE,ESE,0.6,5,SE,30,30,29,--,29,29,29,29,32,33,29,0,0,737,835,15.85,7,8,0.8,0,0.122,19,25,16,20,24,31,26,42,35,36,35,27,29,27,14,14,13,18,18,17,35,36
2/15/2024 12:30,36,36,35,35,36,35,18,23,37,37,766.1,766.3,766.1,708.5,30,31,30,29,30,29,11,11,11,18,18,18,2,E,SE,0.5,5,ESE,31,30,29,0.7,29,29,29,29,33,33,32,0,0,835,846,17.96,8,8,0.9,0,0.126,20,26,16,20,25,33,26,41,36,37,36,27,28,26,14,15,14,18,19,17,36,36
2/15/2024 12:45,36,36,36,34,35,34,18,23,37,38,765.9,766.1,765.9,708.3,31,31,31,29,31,28,11,12,10,18,19,18,2,SE,ESE,0.4,5,ENE,31,31,30,--,30,30,30,29,33,34,31,0,0,817,865,17.57,8,8,0.9,0,0.13,21,26,17,21,26,32,28,40,37,37,36,26,28,25,14,15,14,18,19,18,37,37
2/15/2024 13:00,36,36,36,34,34,34,18,23,38,38,765.7,765.9,765.7,708.1,31,31,31,27,29,27,10,11,10,18,18,18,2,E,E,0.6,7,E,31,31,30,--,30,30,30,29,33,34,33,0,0,832,840,17.89,8,8,0.9,0,0.132,21,26,17,21,26,33,28,38,37,37,36,25,27,24,13,15,13,17,19,17,36,37
2/15/2024 13:15,37,37,36,33,34,33,18,23,38,38,765.5,765.7,765.5,707.9,31,31,31,28,28,27,10,10,9,18,18,18,2,ESE,SE,0.6,5,ESE,31,31,30,--,30,30,30,29,33,34,33,0,0,831,840,17.88,8,8,0.9,0,0.132,21,26,18,22,27,33,29,43,37,38,37,24,25,23,14,14,13,18,18,17,37,38
2/15/2024 13:30,37,37,37,33,33,32,18,24,39,39,765.4,765.6,765.4,707.8,31,31,31,28,28,27,10,10,10,18,18,18,4,E,E,0.9,7,E,31,31,30,0.8,30,29,30,29,33,33,33,0,0,826,835,17.77,8,8,0.9,0,0.132,21,26,18,23,27,33,29,43,37,38,36,25,26,24,14,14,13,18,18,17,37,37
2/15/2024 13:45,37,37,37,32,33,32,18,24,39,39,765.2,765.4,765.2,707.6,31,31,31,27,29,27,10,11,10,18,18,18,2,NNW,NE,0.5,6,E,31,31,30,--,30,30,30,29,33,34,33,0,0,797,833,17.14,8,8,0.8,0,0.133,23,30,20,25,29,38,33,46,38,38,37,24,27,23,14,15,14,18,19,17,38,39
2/15/2024 14:00,38,38,37,31,32,31,18,24,39,39,765,765.2,765,707.4,31,32,31,26,28,26,10,10,10,18,18,18,2,SE,SE,0.6,6,SE,31,31,30,--,30,30,30,30,34,34,33,0,0,794,802,17.08,7,7,0.8,0,0.136,22,27,19,21,27,34,30,40,39,39,38,22,24,22,13,14,13,17,18,17,38,39
2/15/2024 14:15,38,38,38,30,32,30,17,24,39,40,764.7,764.9,764.7,707.2,32,32,31,25,26,25,9,10,9,18,18,18,2,E,ESE,0.5,6,ESE,32,31,30,--,30,30,30,30,33,34,33,0,0,756,765,16.26,7,7,0.7,0,0.139,21,25,18,21,26,31,28,38,39,39,38,23,23,22,13,14,13,17,18,17,38,38
2/15/2024 14:30,38,38,38,31,31,30,18,24,40,40,764.6,764.8,764.6,707,32,32,32,25,26,25,9,10,9,18,18,18,2,E,E,0.6,6,ESE,32,32,31,0.7,31,31,31,30,34,34,33,0,0,726,742,15.63,6,7,0.7,0,0.139,20,25,18,21,25,31,27,36,38,39,37,22,24,22,13,14,12,17,18,17,38,38
2/15/2024 14:45,38,38,38,30,31,30,18,24,40,40,764.5,764.6,764.4,706.9,32,32,32,26,27,25,10,11,9,18,19,18,3,ESE,E,0.8,8,ESE,32,32,30,--,31,30,31,30,33,34,32,0,0,696,719,14.97,6,6,0.6,0,0.142,22,27,19,22,27,34,30,42,38,39,38,24,24,22,14,14,13,17,18,17,37,38
2/15/2024 15:00,39,40,38,29,31,29,18,24,41,43,764.3,764.5,764.2,706.8,31,32,31,26,27,26,10,10,10,18,18,18,4,E,E,1.1,9,ESE,31,31,30,--,30,30,30,30,29,33,29,0,0,531,668,11.43,5,5,0.5,0,0.137,21,26,19,23,27,33,30,45,37,38,36,24,25,23,12,14,12,16,18,16,35,37
2/15/2024 15:15,41,41,38,28,30,28,19,25,44,44,764.1,764.3,764.1,706.6,31,31,31,26,27,26,10,10,9,18,18,18,4,E,E,0.9,10,E,31,31,30,--,30,30,30,29,32,32,29,0,0,354,599,7.61,4,4,0.4,0,0.133,23,27,19,22,28,34,32,48,36,37,36,24,25,24,13,13,12,17,17,16,36,36
2/15/2024 15:30,43,43,41,26,28,26,19,26,47,47,764.3,764.3,764.1,706.8,31,32,31,26,26,26,10,10,10,18,18,18,3,E,ENE,0.8,8,NE,31,31,30,0.5,30,30,30,30,32,32,32,0,0,549,577,11.8,4,4,0.4,0,0.137,23,29,19,23,29,36,32,44,37,37,36,24,25,24,13,14,12,17,17,16,36,36
2/15/2024 15:45,40,43,40,27,27,25,17,24,41,47,764.1,764.3,764,706.6,31,32,31,27,27,26,10,10,10,18,18,18,4,ENE,ENE,0.9,10,E,32,31,30,--,30,30,30,30,31,32,31,0,0,484,524,10.42,3,4,0.4,0,0.137,24,30,20,24,30,37,34,43,37,37,36,24,25,24,13,14,13,17,18,17,36,37
2/15/2024 16:00,38,40,38,29,29,27,17,23,39,41,764,764.1,763.9,706.5,32,32,31,27,27,27,10,11,10,18,18,18,3,E,E,0.8,7,ENE,32,31,30,--,30,30,30,30,31,31,31,0,0,413,438,8.88,3,3,0.3,0,0.138,26,30,22,25,33,38,39,50,37,37,36,25,25,24,13,14,13,17,17,17,36,36
2/15/2024 16:15,37,38,37,30,30,29,16,23,38,39,764,764,763.9,706.5,31,32,31,28,28,26,11,11,10,18,18,18,4,E,E,1,8,E,31,31,30,--,30,30,30,30,30,31,30,0,0,353,388,7.6,2,2,0.2,0,0.137,27,33,23,26,34,41,41,50,36,37,36,25,26,25,13,14,13,17,18,17,36,36
2/15/2024 16:30,37,37,37,30,30,30,16,23,37,38,763.9,764,763.9,706.4,31,31,31,29,29,28,11,11,11,18,18,18,4,ENE,ENE,1,9,ENE,31,31,30,0.4,30,29,30,29,29,30,29,0,0,304,325,6.54,2,2,0.2,0,0.133,29,34,24,28,37,42,45,55,36,36,36,27,27,25,13,14,13,17,18,17,35,36
2/15/2024 16:45,36,37,36,31,31,30,16,22,36,37,764,764,763.9,706.5,31,31,30,29,30,29,11,11,11,18,18,18,6,ENE,ENE,1.4,9,NNW,30,30,29,--,30,28,30,28,28,30,28,0,0,243,279,5.23,2,2,0.2,0,0.13,30,34,25,27,38,43,46,56,35,36,35,27,28,26,13,14,13,17,18,17,34,36
2/15/2024 17:00,36,36,36,31,31,31,16,22,36,36,764,764,764,706.5,31,31,30,29,30,28,10,11,10,18,18,18,5,ENE,ENE,1.3,9,ENE,30,30,29,--,29,29,29,28,28,28,28,0,0,202,218,4.35,1,1,0.1,0,0.127,30,34,24,27,37,43,46,57,35,35,35,27,28,26,13,14,12,17,17,16,34,34
2/15/2024 17:15,35,36,35,32,32,31,16,22,35,36,764.2,764.2,764,706.7,31,31,30,29,29,28,10,11,10,18,18,18,4,ENE,ENE,1.1,8,ENE,30,30,29,--,29,29,29,29,28,29,28,0,0,150,178,3.23,1,1,0.1,0,0.128,32,40,26,34,40,50,49,66,35,35,34,28,28,26,13,14,13,17,17,17,34,34
2/15/2024 17:30,34,35,34,32,32,32,15,22,34,35,764.2,764.2,764.2,706.6,30,30,30,30,30,29,11,11,10,18,18,18,5,ENE,ENE,1.3,9,NE,30,29,29,0.2,29,28,29,28,28,28,27,0,0,109,130,2.34,1,1,0.1,0,0.123,31,46,25,39,39,57,48,71,34,34,34,28,29,27,13,13,13,17,17,17,33,34
2/15/2024 17:45,34,34,34,32,32,32,15,21,34,34,764.3,764.3,764.1,706.8,30,30,30,30,30,29,11,11,10,18,18,18,5,E,E,1.3,9,E,29,29,29,--,29,28,28,28,27,28,27,0,0,66,84,1.41,0,0,0,0,0.121,46,66,38,55,57,83,69,90,33,34,33,29,29,28,13,13,12,16,17,16,32,33
2/15/2024 18:00,33,34,33,32,32,32,14,21,33,34,764.3,764.3,764.2,706.8,30,30,29,32,32,30,11,11,11,18,18,18,5,E,E,1.3,8,E,29,29,28,--,29,28,28,28,27,27,27,0,0,30,46,0.65,0,0,0,0,0.118,37,50,30,41,47,62,58,75,33,33,32,30,30,29,13,13,12,17,17,16,32,32
2/15/2024 18:15,33,33,33,32,33,32,14,21,32,33,764.6,764.6,764.3,707,29,29,29,33,33,32,11,11,11,18,18,18,4,E,E,1.1,8,SE,29,29,28,--,28,28,28,28,27,27,26,0,0,11,18,0.24,0,0,0,0,0.114,32,38,25,30,39,48,48,62,32,33,32,31,31,30,13,13,13,17,17,16,32,32
2/15/2024 18:30,32,33,32,34,34,33,14,20,32,32,764.6,764.6,764.6,707,29,29,29,35,35,33,12,12,11,18,18,18,5,ESE,E,1.1,8,E,28,28,28,0.1,28,27,28,27,26,27,26,0,0,1,5,0.01,0,0,0,0,0.11,30,34,24,27,38,43,46,56,32,32,32,32,32,31,13,13,13,17,17,17,31,32
2/15/2024 18:45,32,32,32,34,34,33,14,20,31,32,764.7,764.7,764.6,707.1,29,29,28,36,36,35,12,12,12,18,18,18,5,ESE,ESE,1.2,8,E,28,28,27,--,28,27,27,27,26,26,26,0,0,0,0,0,0,0,0,0,0.106,30,35,24,27,37,44,46,56,32,32,31,33,33,32,13,13,13,17,17,17,31,31
2/15/2024 19:00,31,32,31,34,34,34,14,20,31,31,764.8,764.8,764.7,707.2,28,28,28,37,37,36,12,12,12,18,18,18,4,ESE,ESE,1.1,8,E,27,27,27,--,27,26,27,26,25,26,25,0,0,0,0,0,0,0,0,0,0.102,31,37,25,30,39,46,48,58,31,32,31,34,34,33,13,13,13,17,17,17,30,31
2/15/2024 19:15,31,31,31,35,35,34,14,20,30,31,765,765,764.8,707.4,28,28,28,38,38,37,12,12,12,18,18,18,4,ESE,ESE,1.1,7,ESE,27,27,27,--,27,26,26,26,25,25,25,0,0,0,0,0,0,0,0,0,0.098,30,35,24,27,37,44,45,56,31,31,31,35,35,34,13,14,13,17,17,17,30,30
2/15/2024 19:30,31,31,31,36,36,35,14,19,30,30,765,765,765,707.4,27,28,27,39,39,38,12,12,12,18,18,18,4,ESE,ESE,1,7,E,26,26,26,0.1,27,26,26,26,25,25,25,0,0,0,0,0,0,0,0,0,0.094,29,34,23,27,37,42,44,55,31,31,30,36,36,35,14,14,13,17,17,17,30,30
2/15/2024 19:45,30,31,30,36,36,36,14,19,30,30,765.2,765.2,765,707.6,27,27,27,40,40,39,12,12,12,18,18,18,4,ESE,ESE,1,6,ESE,26,26,26,--,26,26,26,26,25,25,25,0,0,0,0,0,0,0,0,0,0.091,33,38,26,29,41,47,51,63,30,31,30,37,37,36,14,14,14,17,17,17,30,30
2/15/2024 20:00,30,30,30,37,37,36,14,19,29,30,765.4,765.4,765.2,707.8,27,27,27,41,41,40,12,12,12,18,18,18,3,E,E,0.8,5,E,26,26,26,--,26,26,26,26,24,25,24,0,0,0,0,0,0,0,0,0,0.088,36,41,29,33,46,51,57,65,30,30,30,37,37,36,14,14,14,17,17,17,29,30
2/15/2024 20:15,30,30,30,37,37,37,14,19,29,30,765.6,765.6,765.4,708,26,27,26,42,42,41,12,12,12,17,18,17,4,E,E,1,7,E,26,26,26,--,26,25,26,25,24,25,24,0,0,0,0,0,0,0,0,0,0.084,36,40,29,33,45,50,57,68,30,30,29,38,38,36,14,14,14,17,17,17,29,29
2/15/2024 20:30,30,30,30,38,38,37,14,19,29,29,765.7,765.7,765.6,708.1,26,26,26,43,43,42,12,12,12,17,17,17,4,E,E,1,6,E,25,25,25,0,26,24,25,24,24,24,24,0,0,0,0,0,0,0,0,0,0.08,33,38,26,30,42,47,51,62,29,30,29,39,39,38,14,14,14,17,17,17,29,29
2/15/2024 20:45,30,30,30,38,38,38,14,19,29,29,765.8,765.8,765.7,708.2,26,26,25,45,45,44,13,13,12,17,17,17,4,E,E,1,7,E,25,25,25,--,25,24,25,24,23,24,23,0,0,0,0,0,0,0,0,0,0.076,33,38,26,29,42,48,52,62,29,29,29,40,40,39,14,14,14,17,17,17,29,29
2/15/2024 21:00,29,30,29,39,39,38,14,19,29,29,765.9,765.9,765.8,708.3,25,25,25,46,46,45,13,13,13,17,17,17,4,E,E,1,6,E,24,24,25,--,25,24,24,24,23,23,23,0,0,0,0,0,0,0,0,0,0.072,34,39,28,31,43,49,54,66,29,29,29,40,41,40,14,14,14,17,17,17,28,29
2/15/2024 21:15,29,30,29,39,39,39,14,19,29,29,765.9,766,765.9,708.3,25,25,25,48,48,46,13,13,13,17,17,17,4,E,E,0.9,6,ENE,24,24,25,--,25,24,24,24,23,23,23,0,0,0,0,0,0,0,0,0,0.069,36,40,29,32,45,50,57,68,29,29,28,42,42,40,14,14,14,17,17,17,28,29
2/15/2024 21:30,29,29,29,39,39,39,14,19,29,29,766,766,766,708.4,25,25,25,50,50,48,13,13,13,17,17,17,4,E,E,1,5,E,24,24,24,0,25,24,24,24,23,23,23,0,0,0,0,0,0,0,0,0,0.066,36,41,28,31,45,51,57,67,28,29,28,43,43,42,14,14,14,18,18,17,28,28
2/15/2024 21:45,29,29,29,40,40,39,14,19,29,29,766.1,766.1,766,708.5,24,25,24,51,51,50,13,13,13,17,17,17,3,ESE,ESE,0.9,5,E,24,24,24,--,24,24,24,24,23,23,23,0,0,0,0,0,0,0,0,0,0.063,38,42,30,34,47,53,59,70,28,29,28,43,44,42,14,15,14,18,18,17,28,28
2/15/2024 22:00,29,29,29,40,40,40,14,19,29,29,766.1,766.2,766.1,708.5,24,24,24,52,52,51,14,14,13,17,18,17,3,ESE,ESE,0.9,5,ESE,24,24,24,--,24,24,24,24,22,23,22,0,0,0,0,0,0,0,0,0,0.061,40,45,32,35,50,56,64,70,28,29,28,43,44,43,15,15,14,18,18,18,28,28
2/15/2024 22:15,29,29,29,40,40,40,14,19,28,29,766,766.1,766,708.4,24,24,24,53,53,52,14,14,13,17,17,17,4,ESE,ESE,0.9,6,ESE,23,23,24,--,24,23,24,23,22,23,22,0,0,0,0,0,0,0,0,0,0.057,37,42,29,33,46,53,59,70,28,28,28,44,45,43,15,15,15,18,18,18,28,28
2/15/2024 22:30,29,29,29,41,41,40,14,19,28,28,766,766.1,766,708.4,24,24,23,54,54,53,13,14,13,17,17,17,3,ESE,ESE,0.9,6,ESE,23,23,23,0,24,23,23,23,22,22,22,0,0,0,0,0,0,0,0,0,0.054,36,40,28,31,44,50,56,64,28,28,28,44,45,44,15,15,15,18,18,18,28,28
2/15/2024 22:45,29,29,29,41,41,41,14,19,28,28,766.1,766.1,766,708.4,23,23,23,54,54,54,13,13,13,17,17,17,3,ESE,ESE,0.8,5,ESE,23,23,23,--,23,23,23,23,22,22,22,0,0,0,0,0,0,0,0,0,0.052,35,38,27,31,43,48,54,63,28,28,28,44,45,44,14,15,14,18,18,17,28,28
2/15/2024 23:00,28,29,28,42,42,41,14,19,28,28,766,766.1,766,708.3,23,23,23,55,55,54,13,14,13,17,17,17,4,ESE,ESE,0.9,6,ESE,22,22,23,--,23,22,23,22,21,22,21,0,0,0,0,0,0,0,0,0,0.05,34,38,27,31,43,48,53,62,28,28,27,46,46,44,14,14,14,17,18,17,27,28
2/15/2024 23:15,28,28,28,42,42,42,14,19,28,28,766,766,765.9,708.4,23,23,23,57,57,55,14,14,13,17,17,17,4,SE,SE,1.1,6,SE,22,21,23,--,23,22,22,21,21,21,21,0,0,0,0,0,0,0,0,0,0.047,34,38,27,30,43,48,52,62,27,27,27,47,47,46,15,15,14,18,18,17,27,27
2/15/2024 23:30,28,28,28,43,43,42,14,19,28,28,766,766,766,708.4,23,23,23,57,57,56,14,14,14,17,17,17,5,SE,SE,1.1,6,SE,22,21,23,0,23,22,22,21,21,21,21,0,0,0,0,0,0,0,0,0,0.046,33,37,26,29,42,46,51,62,27,27,27,48,48,47,15,15,15,18,18,18,27,27
2/15/2024 23:45,28,28,28,43,43,43,14,19,28,28,765.9,766,765.9,708.3,23,23,23,57,57,57,14,14,14,17,17,17,5,SE,SE,1.2,6,SE,21,21,23,--,23,21,22,21,20,21,20,0,0,0,0,0,0,0,0,0,0.046,32,37,26,30,40,46,49,60,27,27,26,48,48,48,15,15,14,17,18,17,26,27
2/16/2024 0:00,28,28,28,43,43,43,14,19,27,28,766,766,765.9,708.3,23,23,22,57,57,56,13,14,13,17,17,17,4,SE,ESE,1,6,SE,22,21,22,--,23,22,22,21,21,21,20,0,0,0,0,0,0,0,0,0,0.044,31,35,25,28,39,44,47,54,26,27,26,48,48,48,14,15,14,17,17,17,26,26
2/16/2024 0:15,28,28,28,43,43,43,14,19,27,27,765.9,766,765.9,708.3,22,23,22,56,57,56,13,13,13,17,17,17,4,SE,ESE,1,6,SE,21,21,22,--,22,21,22,21,20,21,20,0,0,0,0,0,0,0,0,0,0.043,31,35,24,28,39,44,47,54,26,26,26,48,48,47,14,14,14,17,17,17,26,26
2/16/2024 0:30,28,28,28,44,44,43,14,19,27,27,765.8,765.9,765.8,708.2,22,22,22,56,56,56,13,13,13,17,17,16,5,SE,SE,1.2,7,SSE,21,21,22,0,22,21,21,21,20,20,20,0,0,0,0,0,0,0,0,0,0.042,31,34,24,27,38,43,47,55,26,26,26,48,48,48,14,14,14,17,17,17,26,26
2/16/2024 0:45,27,28,27,44,44,44,14,19,27,27,765.8,765.9,765.8,708.2,22,22,22,55,56,55,13,13,13,16,17,16,5,SE,SE,1.2,7,SE,21,21,22,--,22,21,21,20,20,20,19,0,0,0,0,0,0,0,0,0,0.041,29,33,22,26,36,41,43,53,26,26,26,48,48,47,14,14,14,17,17,17,26,26
2/16/2024 1:00,27,27,27,44,44,44,14,18,27,27,765.8,765.9,765.8,708.2,22,22,22,55,55,55,13,13,13,16,16,16,4,SE,SE,1.1,6,SE,21,21,22,--,22,21,21,21,20,20,20,0,0,0,0,0,0,0,0,0,0.039,29,33,22,26,36,41,43,53,26,26,26,48,48,47,14,14,14,17,17,17,25,26
2/16/2024 1:15,27,27,27,44,44,44,14,18,27,27,765.7,765.8,765.7,708.1,22,22,22,56,56,55,13,13,13,16,16,16,4,SE,SE,1.1,5,SE,21,21,21,--,22,20,21,20,19,20,19,0,0,0,0,0,0,0,0,0,0.036,28,33,22,26,35,41,42,51,26,26,25,48,48,47,14,14,13,16,17,16,25,25
2/16/2024 1:30,27,27,27,44,44,44,14,18,27,27,765.6,765.7,765.6,708,22,22,22,56,56,56,12,13,12,16,16,16,5,SE,SE,1.2,7,SSE,20,20,21,0,21,20,20,20,19,19,19,0,0,0,0,0,0,0,0,0,0.035,27,32,22,24,34,40,40,50,25,25,25,49,49,48,13,14,13,16,17,16,25,25
2/16/2024 1:45,27,27,27,44,44,44,14,18,27,27,765.5,765.6,765.5,707.9,21,22,21,57,57,56,12,12,12,16,16,16,4,SSE,SSE,1.1,6,SSE,20,20,21,--,21,20,20,20,19,19,19,0,0,0,0,0,0,0,0,0,0.032,27,30,21,24,34,38,40,52,25,25,25,49,49,48,13,13,13,16,16,16,25,25
2/16/2024 2:00,27,27,27,44,44,44,13,18,26,27,765.5,765.5,765.5,707.8,21,21,21,57,57,56,12,12,12,16,16,16,5,SE,SSE,1.1,6,SSE,20,20,21,--,21,19,20,19,18,19,18,0,0,0,0,0,0,0,0,0,0.03,28,33,22,27,35,41,41,52,25,25,25,49,49,48,13,13,13,16,16,16,25,25
2/16/2024 2:15,27,27,27,44,44,44,13,18,26,26,765.4,765.5,765.4,707.8,21,21,21,57,57,57,12,12,12,16,16,15,4,SSE,SSE,1.1,7,SSE,20,19,21,--,21,20,20,19,19,19,18,0,0,0,0,0,0,0,0,0,0.028,28,32,22,24,34,40,41,50,24,25,24,49,49,49,13,13,13,16,16,16,24,25
2/16/2024 2:30,27,27,27,44,44,44,13,18,26,26,765.3,765.4,765.3,707.7,21,21,21,55,57,55,12,12,12,15,16,15,4,SSE,SSE,1,7,SSE,20,20,21,0,21,20,20,19,19,19,19,0,0,0,0,0,0,0,0,0,0.029,27,32,21,24,34,40,40,50,24,24,24,49,50,49,13,13,13,16,16,16,24,24
2/16/2024 2:45,27,27,27,44,44,44,13,18,26,26,765.2,765.3,765.2,707.6,21,21,21,54,55,54,11,12,11,15,15,15,5,SSE,SSE,1.1,7,SSE,20,20,20,--,21,19,19,19,18,19,18,0,0,0,0,0,0,0,0,0,0.027,27,33,21,24,34,41,40,50,24,24,24,48,49,48,12,13,12,15,16,15,24,24
2/16/2024 3:00,27,27,27,44,44,44,13,18,26,26,765.2,765.2,765.1,707.6,21,21,21,53,54,52,11,11,11,15,15,15,4,SSE,SSE,1.1,7,SSE,20,20,20,--,20,19,19,19,18,18,18,0,0,0,0,0,0,0,0,0,0.027,26,31,20,24,33,39,38,48,24,24,24,47,48,47,12,12,12,15,15,15,24,24
2/16/2024 3:15,27,27,27,44,44,44,13,18,26,26,765.2,765.2,765.2,707.6,21,21,21,53,53,52,11,11,11,15,15,15,4,SE,SSE,1.1,5,SE,20,20,20,--,20,19,19,19,18,18,18,0,0,0,0,0,0,0,0,0,0.026,26,31,20,24,33,39,38,49,24,24,24,47,48,47,12,12,12,15,15,15,24,24
2/16/2024 3:30,27,27,27,44,44,44,13,18,26,26,765.2,765.2,765.1,707.6,21,21,21,51,54,51,10,11,10,14,15,14,3,SSE,SSE,0.8,5,SE,20,20,20,0,20,20,20,19,19,19,18,0,0,0,0,0,0,0,0,0,0.024,26,31,20,23,32,39,37,49,24,24,24,46,48,46,12,12,12,15,15,15,24,24
2/16/2024 3:45,27,27,27,44,44,44,13,18,26,26,765.2,765.3,765.2,707.6,21,21,20,50,52,50,10,10,10,14,14,14,3,SSE,SSE,0.8,4,SSE,21,20,20,--,20,20,20,19,19,19,18,0,0,0,0,0,0,0,0,0,0.023,25,30,19,23,31,38,35,48,24,24,24,46,47,45,11,12,11,15,15,15,24,24
2/16/2024 4:00,27,27,27,43,44,43,13,18,26,26,765.2,765.3,765.2,707.6,21,21,21,47,49,47,9,10,9,14,14,14,3,SSE,SSE,0.8,4,SSE,21,21,20,--,20,20,20,20,19,19,19,0,0,0,0,0,0,0,0,0,0.024,24,29,18,22,30,36,33,45,24,24,24,44,46,44,11,12,11,14,15,14,23,24
2/16/2024 4:15,26,27,26,43,43,43,13,18,26,26,765.1,765.2,765.1,707.6,21,21,20,47,47,47,9,9,9,14,14,14,4,SE,SE,1,5,SSE,20,20,19,--,20,19,20,19,18,19,18,0,0,0,0,0,0,0,0,0,0.023,24,29,18,22,30,36,34,45,24,24,24,44,45,44,11,11,11,14,14,14,23,24
2/16/2024 4:30,26,26,26,42,43,42,12,17,26,26,765.1,765.2,765.1,707.5,20,21,20,49,49,47,9,9,9,13,14,13,4,SE,SE,1,5,SE,19,19,19,0,19,18,19,18,17,18,17,0,0,0,0,0,0,0,0,0,0.02,24,29,18,23,30,36,33,47,23,24,23,44,44,43,10,11,10,14,14,14,23,23
2/16/2024 4:45,26,26,26,42,42,42,12,17,26,26,765.1,765.1,765.1,707.6,20,20,20,49,50,49,9,9,9,13,14,13,4,SE,SE,1.1,5,SE,19,19,19,--,19,18,18,18,17,17,17,0,0,0,0,0,0,0,0,0,0.016,24,30,18,22,30,37,34,47,23,23,23,44,45,44,10,11,10,14,14,14,22,23
2/16/2024 5:00,26,26,26,42,42,42,12,17,25,26,765.2,765.2,765.1,707.6,20,20,20,49,49,49,9,9,9,13,13,13,4,SE,SE,1,5,SE,19,19,19,--,19,18,18,18,17,17,17,0,0,0,0,0,0,0,0,0,0.014,25,30,20,23,31,38,36,50,23,23,23,44,44,44,10,10,10,13,14,13,22,22
